Calls,Cost,Prior Purchases,Importance,Discount,Weight (gram),Late
4,273,5,1,6,2126,1
5,253,5,0,31,3836,1
3,102,6,1,3,1341,1
4,258,2,0,56,3186,1
4,273,2,0,9,3383,1
4,187,2,0,54,2191,1
5,151,2,1,30,1377,1
2,120,2,1,13,1240,1
3,254,2,0,56,3463,1
5,149,3,1,43,1005,1
4,152,3,2,26,1464,1
5,187,3,0,53,3172,1
4,170,2,0,34,1512,1
3,156,3,2,20,1305,1
4,228,2,0,63,3401,1
3,272,2,0,51,2719,1
3,140,2,0,6,1435,1
3,185,2,1,27,3624,1
5,167,3,0,5,1772,1
4,244,3,0,49,3914,1
3,229,6,1,33,2815,1
4,273,3,1,25,3717,1
4,204,3,0,30,3774,1
4,154,3,1,10,1711,1
3,254,4,0,33,2542,1
3,151,3,0,40,1173,1
3,242,5,1,61,3688,1
4,137,2,1,14,1796,1
4,163,2,0,41,1634,1
3,143,3,1,16,1343,1
4,196,3,0,11,3244,1
4,264,2,0,38,3877,1
4,217,3,1,2,2692,1
3,124,3,1,59,1959,1
3,269,3,0,61,3542,1
3,135,4,1,47,1840,1
2,192,3,2,46,3206,1
4,274,4,1,42,2430,1
3,162,4,0,25,1316,1
3,158,3,0,20,1431,1
5,225,3,1,59,2270,1
2,150,3,0,16,1738,1
6,154,5,1,57,1117,1
3,181,3,1,34,3306,1
3,272,3,0,44,2548,1
3,160,4,1,58,1496,1
5,145,3,1,37,1993,1
4,143,5,2,5,1027,1
4,201,4,1,59,2925,1
4,242,4,0,62,3997,1
4,151,2,0,38,1001,1
4,199,2,1,25,3705,1
4,178,3,1,9,1006,1
3,138,3,0,49,1923,1
5,162,4,1,38,1407,1
4,154,3,0,33,1101,1
3,206,2,1,56,2069,1
5,246,2,0,4,3617,1
4,233,2,1,47,3606,1
4,251,4,1,33,2906,1
3,165,3,1,61,1313,1
4,183,2,0,32,3709,1
3,109,3,0,30,1597,1
5,209,4,1,7,2675,1
5,168,3,0,50,1486,1
5,210,2,0,19,3920,1
3,185,2,0,41,3787,1
5,243,2,1,58,2758,1
3,258,3,0,55,2777,1
4,279,5,1,56,2697,1
3,160,3,0,57,1833,1
3,185,4,0,35,3648,1
4,271,4,0,24,3499,1
4,273,2,0,31,2229,1
3,208,3,1,23,2100,1
2,137,3,0,20,1823,1
4,198,3,1,56,3135,1
5,236,4,2,64,3231,1
5,133,2,0,18,1134,1
4,191,3,1,12,3676,1
3,202,3,0,51,3551,1
5,162,5,0,47,1727,1
5,224,2,0,14,2959,1
4,191,2,2,65,3082,1
3,272,2,1,31,2438,1
4,269,3,0,7,2538,1
4,179,3,2,30,1076,1
3,225,2,0,56,2596,1
3,132,2,1,6,1185,1
5,244,3,0,52,3118,1
3,185,2,0,62,2849,1
3,257,3,0,64,3103,1
3,253,5,0,63,3788,1
4,174,3,0,5,1502,1
2,200,3,1,34,2199,1
3,150,3,1,8,1745,1
3,137,3,1,9,1347,1
3,181,3,1,29,2981,1
5,246,2,1,13,2652,1
3,237,5,0,48,2057,1
3,226,3,1,55,2465,1
4,225,3,0,51,2892,1
3,268,2,0,20,2731,1
4,146,3,0,41,1140,1
4,159,3,0,2,1048,1
3,135,3,0,38,1829,1
3,134,2,1,45,1946,1
4,210,3,0,3,2742,1
4,238,3,0,13,2042,1
4,214,4,0,34,3446,1
4,204,4,0,35,2725,1
4,227,3,0,5,3100,1
4,253,3,2,18,2849,1
2,126,4,2,3,1364,1
4,208,2,2,20,2759,1
4,179,3,0,48,1943,1
3,132,2,1,62,1909,1
3,144,3,0,56,1496,1
3,236,2,1,58,3360,1
4,235,3,0,17,3715,1
4,254,3,0,29,3885,1
3,144,5,1,43,1027,1
5,272,3,1,27,2415,1
3,191,4,1,17,3675,1
5,177,4,1,60,1159,1
5,226,3,0,46,3149,1
3,132,2,1,12,1493,1
3,121,5,0,60,1577,1
4,171,3,0,40,1021,1
3,178,3,2,12,1900,1
4,132,4,1,10,1767,1
6,249,5,1,43,3078,1
2,159,3,1,47,1547,1
5,171,3,2,34,1029,1
3,150,3,0,6,1775,1
4,178,3,0,1,1165,1
3,192,7,2,25,2152,1
3,214,8,2,50,3628,1
5,225,7,1,45,3162,1
5,167,7,1,23,1691,1
3,245,4,1,4,2769,1
4,138,7,1,60,1366,1
4,173,3,1,64,1847,1
3,98,3,1,48,1635,1
3,231,2,0,44,3688,1
5,149,7,1,50,1346,1
3,206,3,1,28,2892,1
5,264,10,1,34,3441,1
3,193,2,1,23,2728,1
5,263,2,1,4,1092,1
3,191,4,1,16,2277,1
5,177,4,1,48,1920,1
5,226,3,0,50,2348,1
3,132,2,1,16,1731,1
3,121,5,0,62,1505,1
4,171,3,0,34,1352,1
3,178,3,2,43,1517,1
4,132,4,1,44,1692,1
6,249,5,1,26,3897,1
2,159,3,1,39,1477,1
5,171,3,2,14,1554,1
3,150,3,0,43,1831,1
4,178,3,0,19,1906,1
3,192,7,2,36,3634,1
3,214,8,2,6,2924,1
5,225,7,1,17,3516,1
5,167,7,1,43,1619,1
3,245,4,1,60,2178,1
4,138,7,1,65,1530,1
4,173,3,1,61,1609,1
3,98,3,1,60,1057,1
3,231,2,0,24,3811,1
5,149,7,1,51,1425,1
3,206,3,1,21,3746,1
5,264,10,1,34,2960,1
3,193,2,1,12,3730,1
5,263,2,1,51,1657,1
2,282,5,0,63,1173,1
5,193,3,0,55,2758,1
4,171,3,1,11,1594,1
3,212,3,0,19,2703,1
2,159,2,0,44,1213,1
3,102,4,1,57,1220,1
3,145,2,1,29,1690,1
3,225,2,2,43,2585,1
2,174,3,1,12,1358,1
4,223,4,0,25,3148,1
3,185,2,0,36,3501,1
4,245,3,1,6,2717,1
3,99,3,2,63,1223,1
3,141,4,0,35,1417,1
4,222,2,1,16,2518,1
3,192,3,1,64,3233,1
3,187,4,1,42,3621,1
4,216,2,0,26,2431,1
3,146,4,0,13,1790,1
3,207,2,0,20,3419,1
4,225,2,0,6,2010,1
3,230,2,1,15,2302,1
3,173,3,1,37,1990,1
4,127,4,2,54,1239,1
3,214,2,0,28,3869,1
4,161,3,0,59,1454,1
4,262,2,0,37,3523,1
5,157,3,0,1,1798,1
3,164,3,1,9,1803,1
4,174,2,0,11,1577,1
2,188,4,1,39,2424,1
3,141,2,0,4,1297,1
5,134,2,1,64,1785,1
2,147,2,1,65,1738,1
4,180,3,1,27,1551,1
3,225,2,1,55,2259,1
2,172,3,1,11,1522,1
6,131,5,1,5,1718,1
3,270,4,0,47,3487,1
3,172,3,0,56,1103,1
4,198,3,1,33,2129,1
4,167,3,0,21,1637,1
2,168,5,1,1,1885,1
4,165,4,1,34,1831,1
4,149,6,1,40,1974,1
3,186,3,0,24,3262,1
4,151,2,0,47,1682,1
3,146,3,1,30,1569,1
4,232,2,0,54,2526,1
4,177,2,0,22,1698,1
4,149,2,1,19,1665,1
4,180,3,0,3,1518,1
5,172,2,1,40,1446,1
5,160,3,1,44,1054,1
3,206,2,1,28,2822,1
4,146,3,0,9,1685,1
2,257,2,0,24,2130,1
5,219,3,1,27,3430,1
4,274,2,1,55,3416,1
2,177,5,0,36,1249,1
4,209,2,1,57,3741,1
4,207,2,0,2,3242,1
4,153,3,0,27,1613,1
4,158,3,0,61,1507,1
3,261,2,1,52,3340,1
4,182,6,0,41,2047,1
2,128,2,1,53,1530,1
2,178,3,0,6,1184,1
2,198,3,0,37,2555,1
4,137,3,1,46,1299,1
4,168,2,0,41,1515,1
3,248,4,0,36,3276,1
5,225,3,1,29,2411,1
5,239,2,0,35,2107,1
5,256,3,0,43,3658,1
5,109,2,2,23,1479,1
3,274,2,1,59,3436,1
5,157,4,0,65,1951,1
3,125,3,1,12,1212,1
4,203,2,0,20,2421,1
3,120,3,0,55,1534,1
3,194,4,1,21,2695,1
4,257,4,2,58,2269,1
4,233,2,1,39,2291,1
5,193,2,0,1,2775,1
5,202,6,0,34,2936,1
4,270,3,0,30,2720,1
5,240,3,1,12,2723,1
3,224,3,1,63,2085,1
4,195,2,1,19,2878,1
3,165,3,1,47,1639,1
4,164,2,1,3,1124,1
3,105,3,0,58,1304,1
3,248,3,0,9,2616,1
4,269,6,1,62,3950,1
4,253,3,0,36,2591,1
3,231,4,1,60,3755,1
3,164,2,0,39,1532,1
3,176,3,1,14,1705,1
4,149,3,1,17,1990,1
4,187,5,1,16,3781,1
3,150,2,0,53,1319,1
3,190,3,1,18,2715,1
4,226,3,0,42,3077,1
3,98,2,0,32,1539,1
3,152,2,1,6,1800,1
2,173,2,1,34,1575,1
4,160,2,2,65,1861,1
4,180,3,0,22,1261,1
3,175,2,1,12,1817,1
3,274,3,0,6,2986,1
4,216,4,0,4,2263,1
6,283,2,0,18,3077,1
6,192,3,2,19,2944,1
3,236,4,1,43,2584,1
4,232,3,2,46,2835,1
2,204,4,0,20,3135,1
3,138,2,1,46,1436,1
3,154,2,0,29,1016,1
4,244,2,0,17,3125,1
3,144,3,1,48,1867,1
3,274,3,1,19,3076,1
3,182,3,0,54,3972,1
6,250,5,0,53,3352,1
4,207,2,1,14,2945,1
3,242,3,2,54,3011,1
5,154,2,0,37,1671,1
4,176,3,1,53,1472,1
3,252,3,0,18,3701,1
4,147,3,1,32,1666,1
5,157,4,0,1,1306,1
3,257,2,1,37,3517,1
4,172,3,1,6,1261,1
4,134,3,2,22,1629,1
2,152,4,0,48,1212,1
3,161,3,0,57,1918,1
3,269,3,0,47,3033,1
2,164,2,1,64,1689,1
5,114,6,1,60,1746,1
6,213,6,0,7,2709,1
4,255,3,1,60,2777,1
3,135,3,1,28,1329,1
3,155,3,1,7,1434,1
6,273,4,1,32,2532,1
4,135,3,0,15,1008,1
4,170,3,0,29,1188,1
6,138,5,1,15,1181,1
3,213,4,0,53,3502,1
4,156,5,2,55,1619,1
3,139,2,0,47,1241,1
3,263,3,1,6,2715,1
2,160,4,0,53,1850,1
3,148,2,0,39,1402,1
4,259,3,2,45,3761,1
5,273,3,0,60,3384,1
3,212,3,1,9,2521,1
3,144,6,0,46,1110,1
2,193,3,1,64,2867,1
5,198,3,0,44,3706,1
3,207,4,0,45,3770,1
6,236,4,0,10,2030,1
4,165,3,0,7,1702,1
3,162,3,0,3,1693,1
4,184,3,0,63,3609,1
5,145,2,1,48,1834,1
3,228,2,1,27,3473,1
5,213,2,2,12,2522,1
2,146,3,1,1,1162,1
4,220,3,2,39,2459,1
3,231,3,1,49,3441,1
3,212,8,0,56,3337,1
4,202,3,0,48,2213,1
5,208,8,0,39,2905,1
3,200,3,0,46,2460,1
3,250,3,0,37,2736,1
3,126,2,0,29,1192,1
4,222,4,1,42,2762,1
6,236,4,0,61,3140,1
4,165,3,0,4,1484,1
3,162,3,0,17,1700,1
4,184,3,0,37,3436,1
5,145,2,1,6,1965,1
3,228,2,1,46,3306,1
5,213,2,2,27,2581,1
2,146,3,1,18,1289,1
4,220,3,2,2,3886,1
3,231,3,1,39,3792,1
3,212,8,0,34,2750,1
4,202,3,0,38,2651,1
5,208,8,0,62,3450,1
3,200,3,0,4,3791,1
3,250,3,0,8,3617,1
3,126,2,0,63,1141,1
4,222,4,1,49,3697,1
3,273,6,0,6,1771,1
6,161,4,1,20,1338,1
5,236,3,1,10,1347,1
6,281,5,1,8,1864,1
5,168,4,0,7,1298,1
5,206,4,0,62,1137,1
4,144,4,2,5,1294,1
5,239,5,1,19,2988,1
3,129,3,1,52,1513,1
4,201,4,1,46,3498,1
5,160,3,1,55,1911,1
6,130,6,0,60,1971,1
3,132,4,1,58,1067,1
4,185,4,1,36,2583,1
5,271,4,0,4,2718,1
5,168,2,1,20,1539,1
5,154,3,1,50,1389,1
3,203,3,0,4,3114,1
3,274,3,0,4,2087,1
5,280,4,0,19,3298,1
4,196,2,0,51,3151,1
5,159,3,1,63,1675,1
5,269,3,1,15,2522,1
4,161,3,0,52,1199,1
3,159,2,1,44,1806,1
5,147,6,1,21,1145,1
3,214,2,1,4,3754,1
4,157,4,1,12,1038,1
5,147,2,1,19,1936,1
5,182,3,1,11,3545,1
3,188,2,0,12,2711,1
3,104,2,0,1,1021,1
5,195,3,0,55,2641,1
4,235,2,2,64,2107,1
4,219,2,1,21,3830,1
4,253,2,0,36,3389,1
3,253,4,1,57,2489,1
4,167,3,0,42,1197,1
4,211,2,0,39,2520,1
3,155,3,1,4,1548,1
6,231,4,1,23,2455,1
5,182,4,0,61,3063,1
3,212,2,1,56,3547,1
3,107,3,2,13,1861,1
5,172,4,2,61,1161,1
3,224,3,0,40,2180,1
3,209,3,2,37,3650,1
4,268,2,1,46,3076,1
3,141,4,0,9,1909,1
4,260,2,0,17,3068,1
5,151,4,1,10,1441,1
5,184,2,1,27,3276,1
5,270,3,2,52,3908,1
5,135,2,1,20,1908,1
4,276,4,0,3,3889,1
4,177,3,1,23,1142,1
3,149,3,1,64,1920,1
4,220,4,0,19,3602,1
4,267,3,0,53,3742,1
3,274,3,1,50,3958,1
4,243,3,0,10,3327,1
5,166,2,0,44,1647,1
5,225,3,1,1,2049,1
3,138,2,1,40,1117,1
4,141,4,1,38,1599,1
3,271,4,1,16,2693,1
6,243,3,1,35,2374,1
3,231,3,1,53,2333,1
5,168,3,0,34,1779,1
5,264,2,0,61,2025,1
4,233,3,1,26,2624,1
4,247,5,1,17,3630,1
3,176,3,0,4,1095,1
5,257,4,1,31,2040,1
3,147,4,0,18,1613,1
5,195,2,0,6,3936,1
2,153,2,1,57,1264,1
3,237,4,0,28,3903,1
6,217,5,0,7,3725,1
5,140,4,1,48,1322,1
2,164,4,1,2,1439,1
3,243,3,1,27,2052,1
3,158,3,2,41,1137,1
5,180,4,2,10,1200,1
4,139,3,0,64,1814,1
4,162,2,1,8,1386,1
5,206,4,0,18,3104,1
3,238,2,0,19,2196,1
5,254,2,1,4,3297,1
5,270,3,1,38,3669,1
3,255,2,0,18,3732,1
4,182,2,0,13,3332,1
3,149,2,1,7,1145,1
4,221,5,1,22,3075,1
4,135,2,0,60,1026,1
3,188,2,0,14,2074,1
5,194,3,0,47,2256,1
4,134,2,1,29,1010,1
3,210,2,1,29,3142,1
4,169,2,0,22,1322,1
3,147,2,0,52,1040,1
4,213,3,0,21,3585,1
3,223,2,0,64,3595,1
4,233,2,1,60,2671,1
4,218,2,2,1,2990,1
4,219,3,1,27,3684,1
3,145,2,0,44,1212,1
3,257,3,0,44,3370,1
3,238,6,1,59,3375,1
4,145,6,0,32,1673,1
4,243,3,0,36,2111,1
4,179,2,0,18,1369,1
2,188,2,2,25,2033,1
4,168,3,1,53,1782,1
5,157,4,0,58,1252,1
3,172,3,0,32,1943,1
5,195,3,0,37,3690,1
3,225,3,0,59,3488,1
3,227,2,1,24,2749,1
3,159,3,0,46,1857,1
2,273,3,0,56,2633,1
5,214,6,0,3,3234,1
4,175,3,1,34,1005,1
3,213,2,0,39,2857,1
4,190,4,1,12,3115,1
4,265,4,1,40,2637,1
4,146,4,0,12,1899,1
5,229,2,1,44,2419,1
3,195,3,1,47,2439,1
2,151,3,0,34,1652,1
4,217,3,0,1,3133,1
4,134,3,0,14,1716,1
3,195,2,0,42,3814,1
4,142,4,0,29,1420,1
2,182,4,1,1,3624,1
4,155,5,0,48,1043,1
3,238,2,1,34,2726,1
4,182,3,1,49,3198,1
4,237,4,1,22,2231,1
4,222,3,0,24,3503,1
5,177,2,1,45,1664,1
4,197,3,1,41,3280,1
3,224,3,0,48,3672,1
3,193,2,0,19,3097,1
3,169,3,2,24,1740,1
3,248,2,1,15,2983,1
6,246,4,1,50,3618,1
4,232,3,1,55,2686,1
3,251,3,0,21,2476,1
3,163,3,1,58,1443,1
6,201,2,0,4,5916,1
6,141,3,1,8,5031,0
3,219,3,0,4,5956,0
4,161,3,2,7,4245,0
4,225,4,1,5,4622,0
5,277,3,1,1,4186,1
3,256,4,1,3,4732,0
6,153,5,0,1,4597,1
4,135,3,0,4,4651,1
3,253,3,1,7,5085,0
4,139,3,0,5,5335,0
3,136,2,2,1,4971,0
4,172,3,1,7,4883,0
4,272,3,2,6,4559,0
3,207,3,2,1,5632,1
2,134,3,0,4,5958,0
3,238,8,1,3,4943,0
2,274,10,2,3,4167,1
4,237,6,0,8,5695,0
3,153,10,2,2,5455,0
4,223,3,0,8,4974,1
3,149,3,0,1,5040,1
3,132,3,0,7,4013,1
4,246,3,0,7,5616,0
4,159,5,0,4,5547,1
3,162,8,2,10,5429,0
3,123,5,1,5,4292,0
5,231,7,2,9,5558,0
3,213,10,1,9,4862,0
5,160,3,2,1,5834,0
4,225,5,0,5,5060,1
3,178,3,0,3,4811,0
4,273,3,1,5,5055,0
3,129,3,2,9,4342,1
3,273,6,0,9,1198,1
6,161,4,1,8,1247,0
4,139,3,0,3,5824,1
3,136,2,2,6,4002,1
4,172,3,1,1,4201,0
4,272,3,2,7,5927,0
3,207,3,2,3,4909,1
2,134,3,0,6,4444,1
3,238,8,1,3,4388,1
2,274,10,2,1,5622,0
4,237,6,0,8,5588,0
3,153,10,2,7,5305,0
4,223,3,0,7,4026,1
3,149,3,0,9,5412,0
3,132,3,0,6,5721,1
4,246,3,0,5,4710,0
4,159,5,0,4,4666,1
3,162,8,2,10,4842,0
3,123,5,1,10,4231,0
5,231,7,2,6,5755,0
3,213,10,1,2,4847,0
5,160,3,2,2,5141,1
4,225,5,0,8,4195,0
3,178,3,0,3,5540,0
4,273,3,1,2,4374,0
3,129,3,2,7,5197,1
3,273,6,0,1,1293,0
6,161,4,1,3,1747,1
5,206,4,0,5,1149,0
4,296,2,1,1,1678,0
3,249,5,1,6,1887,0
4,301,5,0,6,1931,0
4,296,3,0,4,1991,0
3,205,4,0,2,1648,0
3,132,2,0,9,4355,1
4,223,3,2,5,4282,0
3,190,3,1,2,4312,0
5,194,3,0,1,4331,0
2,176,2,1,2,5138,0
6,227,5,1,8,4388,0
5,149,2,0,9,5435,0
5,173,2,0,7,5836,0
3,181,2,0,6,5410,0
3,251,2,0,4,4015,0
4,243,3,0,2,4909,0
3,210,3,0,10,4398,1
5,145,4,1,9,4028,0
3,196,3,0,10,4546,0
3,154,2,1,5,5735,1
4,164,4,0,6,4432,1
4,210,3,1,1,4379,1
5,212,2,0,7,5219,0
3,263,2,1,9,4868,1
3,155,2,0,3,5481,1
3,223,2,0,9,4211,0
5,269,3,0,3,4489,0
3,117,3,0,6,4046,0
4,151,2,0,3,4105,1
4,271,3,1,4,4743,1
3,205,3,0,10,5714,0
5,210,5,1,9,5431,1
4,133,2,1,8,4277,0
5,215,6,1,5,5195,1
2,140,3,0,2,4691,0
3,255,2,0,8,5955,1
2,159,3,0,5,4190,0
5,169,2,0,8,5352,1
5,182,2,1,2,4554,1
2,231,2,0,10,4406,1
3,177,3,0,6,4445,0
4,250,3,1,3,5055,1
4,145,3,1,4,5122,1
2,117,3,2,2,4268,1
3,170,3,0,5,4716,1
4,173,3,2,9,5382,1
4,232,3,1,8,4658,1
3,231,4,1,4,5510,0
3,136,3,1,2,4524,1
4,189,3,1,5,4496,1
5,222,3,0,7,5340,0
4,148,3,2,7,5034,1
5,265,2,1,7,5464,1
4,181,2,0,3,5877,0
6,189,2,2,4,5898,1
3,160,3,1,6,4808,1
3,235,3,1,10,4186,0
3,100,3,1,4,4191,0
5,135,4,1,7,5765,1
5,137,3,0,6,4883,0
4,222,3,2,9,5337,0
5,246,3,1,10,4078,1
3,202,3,1,8,5486,1
4,273,3,0,1,5043,1
5,248,2,0,9,5881,1
4,199,4,1,5,4194,0
4,209,3,1,7,4104,1
4,216,2,0,2,4905,0
4,227,3,0,2,4318,1
3,216,4,1,4,4416,0
2,242,2,1,1,5892,1
5,217,3,1,8,4949,1
2,160,3,1,9,4613,0
5,141,2,1,4,5257,0
5,263,2,1,5,4595,0
5,171,4,0,7,5359,1
3,195,2,0,4,4864,0
3,237,3,0,4,5561,1
2,241,4,0,4,5693,1
3,134,3,1,9,4230,1
5,156,3,0,5,5398,1
3,211,2,0,6,6000,0
3,243,2,0,5,4769,0
4,196,2,1,7,4116,1
3,242,2,1,7,4960,0
3,175,3,0,3,4449,0
2,155,3,0,1,5154,0
4,200,2,0,9,4808,1
3,191,3,0,4,4586,0
4,221,3,0,6,5895,0
3,135,3,0,9,4511,0
3,152,4,1,7,5943,1
2,172,2,0,7,4649,0
5,253,2,2,2,5643,1
5,270,2,2,10,5360,0
2,139,4,2,3,5041,0
5,257,4,1,9,5088,0
4,155,3,0,5,4283,1
3,125,2,0,5,4933,1
5,233,2,0,7,4597,1
3,205,2,1,6,4989,1
5,243,3,1,4,4420,1
4,208,3,0,10,4919,0
3,230,3,1,6,4392,0
4,205,3,1,5,4949,1
3,170,2,0,2,5664,0
4,222,2,1,5,4268,0
5,186,2,0,3,4213,0
5,208,2,0,8,5218,0
4,223,3,1,9,5897,0
5,154,2,1,8,4006,0
5,235,4,1,10,4011,0
4,271,3,1,1,4137,0
4,250,3,0,2,5206,0
4,206,2,1,4,5159,0
3,153,3,0,10,5121,1
4,212,2,1,6,4117,1
6,168,2,2,6,5686,0
3,171,2,0,10,5379,1
3,132,2,0,10,4462,1
5,141,3,0,9,4857,0
3,254,2,0,1,4334,0
4,159,2,1,6,5221,0
2,194,2,0,4,4803,1
4,178,6,0,6,4203,0
3,151,3,0,2,5712,1
5,244,2,0,5,4125,1
3,237,3,0,8,5287,1
3,241,3,1,9,5184,0
4,156,3,0,3,5923,0
4,243,3,1,1,5021,0
5,219,2,1,4,4289,0
4,168,2,2,2,5776,0
6,224,6,2,8,5661,0
4,216,2,1,2,5840,1
3,187,5,0,6,4698,0
5,204,3,2,1,4037,1
6,266,5,0,10,4140,0
3,179,2,0,2,4931,1
3,184,3,0,10,4776,0
6,204,4,1,2,4431,0
3,255,2,1,7,4332,1
4,272,2,1,5,5252,0
4,186,2,0,7,4947,1
5,147,4,1,6,4369,0
3,145,3,1,4,5361,1
5,255,3,1,6,5715,0
3,133,2,0,7,4663,0
4,155,4,0,1,4985,0
4,151,4,1,10,4796,0
4,270,2,2,3,4914,1
3,234,4,2,6,4942,0
3,186,2,1,4,4352,0
4,157,2,1,6,5937,0
4,268,3,0,7,5947,0
4,244,2,0,10,4486,1
4,190,3,0,2,4554,0
4,161,4,0,5,5038,0
2,162,3,2,2,5893,1
4,163,8,1,6,5739,0
3,211,6,0,5,5777,1
3,205,8,1,1,4977,1
3,150,3,1,4,4442,1
2,209,5,1,10,4623,1
5,250,3,1,6,5298,0
3,206,3,2,1,4431,1
5,244,3,0,2,4198,0
2,180,3,0,2,4615,1
4,256,3,1,1,5784,1
5,273,3,1,2,5672,1
4,178,8,1,6,4872,0
4,296,2,1,2,1233,0
3,249,5,1,9,1752,0
4,151,4,1,3,5470,0
4,270,2,2,5,5346,0
3,234,4,2,7,4568,1
3,186,2,1,9,5841,0
4,157,2,1,3,5801,0
4,268,3,0,3,5488,1
4,244,2,0,3,4644,1
4,190,3,0,2,4800,0
4,161,4,0,10,5322,0
2,162,3,2,10,4489,1
4,163,8,1,9,5489,1
3,211,6,0,2,4417,0
3,205,8,1,5,4869,1
3,150,3,1,4,5536,0
2,209,5,1,9,5565,0
5,250,3,1,4,4343,0
3,206,3,2,8,4763,1
5,244,3,0,9,5695,0
2,180,3,0,2,5033,1
4,256,3,1,10,4504,1
5,273,3,1,6,4044,1
4,178,8,1,5,4120,1
4,296,2,1,9,1523,1
4,275,6,1,2,1712,1
5,270,3,0,2,4351,1
6,224,4,1,6,4616,0
2,172,5,0,4,4668,0
4,176,3,0,1,4774,0
6,240,4,0,9,4099,0
3,213,3,0,5,4535,1
4,197,3,0,2,5707,0
4,167,2,0,7,4289,1
5,180,3,0,2,5013,1
3,119,2,0,10,4146,1
5,232,4,0,3,5447,0
3,139,2,1,7,5536,0
3,272,3,0,2,4459,1
3,253,3,0,7,4915,0
3,188,3,0,4,5376,0
3,202,3,1,5,5169,0
3,134,3,0,7,5802,1
3,110,3,1,3,4252,1
3,172,2,0,9,4532,1
3,188,3,0,3,4222,0
3,258,4,1,6,5365,1
5,234,3,0,10,5673,0
3,148,4,1,9,5301,0
5,194,4,0,2,5396,0
4,266,3,1,2,5413,1
5,158,3,1,7,5559,1
5,228,2,2,6,4984,1
4,159,2,0,1,5671,0
3,255,4,0,10,4107,0
3,213,3,0,4,5481,1
3,148,2,0,5,4693,1
4,219,3,1,6,5957,1
3,168,5,1,9,5731,1
4,148,5,1,6,4802,0
3,149,3,0,5,5467,0
3,245,6,2,9,4793,0
3,200,2,1,10,5178,1
3,228,3,1,9,5530,0
4,175,4,0,2,4053,0
3,201,3,0,9,5895,1
4,267,4,0,7,5140,0
3,217,2,1,9,5450,0
2,160,2,2,3,4409,0
4,264,3,0,2,4279,1
3,179,3,2,5,5898,1
4,259,3,1,10,4921,1
4,178,2,2,5,5403,0
3,242,5,1,6,4694,0
4,235,2,0,4,5671,0
4,247,2,1,7,5098,0
2,240,5,0,7,4138,1
3,252,2,0,4,5559,0
5,237,2,0,8,5600,1
4,161,3,0,4,5947,0
2,144,4,0,10,4075,0
4,163,4,1,2,5432,1
4,246,3,0,5,5118,0
3,213,3,1,10,5993,1
5,123,2,0,9,5497,0
4,192,3,0,1,4045,1
4,149,3,0,8,5658,1
5,206,4,2,1,4583,0
6,243,6,0,8,5218,0
4,136,3,0,1,4585,1
4,170,2,1,5,5182,0
2,180,2,0,8,4321,1
3,220,2,0,1,5663,0
3,144,2,0,6,5994,1
3,271,2,1,6,4218,0
4,186,2,1,9,4887,1
2,247,4,1,4,5255,1
4,202,3,1,2,4299,1
4,143,3,1,3,5062,1
3,180,3,0,10,5633,0
4,221,3,1,3,4430,1
4,173,3,0,7,4810,1
2,107,3,1,2,4853,0
3,259,2,1,3,4154,1
5,134,3,1,4,4908,0
3,204,4,0,4,4745,0
2,161,5,1,3,4138,0
6,100,5,0,7,5668,1
5,260,4,1,3,5890,0
5,196,3,0,4,4271,0
5,260,3,0,1,4799,1
3,193,4,0,5,4700,0
4,258,3,1,7,4159,0
4,254,4,0,9,4492,0
3,216,4,0,3,4934,0
4,273,3,0,5,5323,0
4,223,4,0,1,4219,0
4,182,2,1,10,5638,0
3,201,3,0,6,5722,1
4,249,3,1,6,5657,1
5,152,3,0,1,5314,1
3,244,4,1,6,4734,1
3,256,4,1,3,4398,1
4,223,3,1,3,5121,0
3,185,2,2,3,4816,1
3,166,3,1,9,4410,0
3,113,3,1,1,5765,1
4,134,2,1,7,5967,0
4,228,2,2,4,4719,1
3,204,2,0,10,5844,1
3,152,2,1,2,4136,0
3,195,2,1,9,5779,1
4,192,6,2,3,5173,0
4,247,3,1,8,4977,0
3,135,2,1,2,4163,0
4,209,2,1,1,5337,0
2,173,2,0,1,4721,0
4,222,2,0,5,5660,0
4,192,3,1,10,4086,1
3,206,3,1,6,5618,0
3,275,4,1,6,4687,1
2,192,3,1,8,5787,1
6,121,3,1,10,5208,0
4,177,3,0,8,4904,0
3,243,3,0,2,4989,0
3,262,4,0,1,4745,1
2,189,3,0,3,5897,1
5,178,2,0,4,5307,0
3,232,3,1,1,4228,1
4,254,3,0,1,4377,1
3,148,2,1,5,4082,1
4,253,4,2,4,4868,1
4,223,3,1,9,5279,1
2,190,2,1,7,4075,0
5,181,4,0,2,5332,0
2,226,3,0,8,5119,0
3,182,2,1,8,4883,0
2,191,3,1,6,4119,0
3,223,4,0,1,4195,0
4,274,3,1,4,4521,0
4,218,2,0,9,5637,0
3,197,3,0,3,5658,0
4,137,3,0,6,5271,0
2,163,3,0,3,5873,1
4,218,4,0,6,4377,1
5,245,3,0,6,4343,1
3,181,2,1,2,4089,0
6,222,5,2,2,4612,0
4,259,2,0,7,4390,1
3,157,3,1,6,5398,1
4,137,3,1,10,4820,1
3,242,3,0,8,4199,0
4,154,4,1,7,4938,0
3,150,2,0,3,4174,0
5,174,3,1,7,5510,1
5,265,3,2,3,5837,1
